Country,Account Name,DBA,NABP Approved Websites,Type
US,"Pharma Group Select, LLC",NextRx Pharmacy,"nextrx.pharmacy
nextrx.com",Pharmacy
US,"Pharma Solutions USA, Inc.",,"pharmasolutions.pharmacy
pharma.solutions",Professional
Canada,PharmaChoice Canada,"PharmaChoice
RxHealth Med","pharmachoice.pharmacy
rxhealthmed.pharmacy
pharmachoice.com
rxhealthmed.ca",Pharmacy
US,"Pharmacq, Inc",Market Place Pharmacy of Little Rock,"marketplace.pharmacy
marketplacepharmacylr.com",Pharmacy
US,Pharmacy Associates Inc,PursueCareRx,"pursuecarerx.pharmacy
pursuecarerx.com",Pharmacy
US,"Pharmacy at 100 NW 170th ST, LLC",DPR Pharmacy,"dpr.pharmacy
dprpharmacy.com",Pharmacy
US,"Pharmacy at the Reef, LLC",,pharmacyreef.pharmacy,Pharmacy
US,Pharmacy Care Associates,,"pharmacycareassociates.pharmacy
pharmacycareassociates.com",Pharmacy
US,Pharmacy Express Inc,,"express.pharmacy
pharmacyexpressnj.com",Pharmacy
US,"Pharmaloop, LLC",Van's Delivery Pharmacy,"pharmaloop.pharmacy
pharmaloop.com",Pharmacy
US,Pharmaneek Inc.,Pharmaneek,"pharmaneek.pharmacy
pharmaneek.com",Pharmacy
Canada,Pharmasave Drugs (National) Ltd.,,"pharmasave.pharmacy
pharmasave.com",Pharmacy
US,"Pharm-Pro, INC",Morgan Care Pharmacy,"morgancarerx.pharmacy
morgancarerx.com",Pharmacy
US,Pharmxpress Limited Liability Company,Pharmxpress Pharmacy,"pharmxpress.pharmacy
vikingman.com",Pharmacy
US,Philadelphia Professional Compounding Pharmacy,PPC Pharmacy,"ppcpharmacy.pharmacy
ppcpharmacy.com",Pharmacy
US,PillPack LLC,PillPack by Amazon Pharmacy,"amazon.pharmacy
pillpack.pharmacy
amazon.com
pillpack.com",Pharmacy
US,Plastic Surgery Center of Hampton Roads,Plastic Surgery Center of Hampton Roads,"pschr.pharmacy
pschr.com",Professional
Canada,Plitio Pharmacy Inc,Plitio,"plitio.pharmacy
plitio.com",Pharmacy
Canada,Pocketpills Pharmacy Inc,Pocketpills,"pocketpills.pharmacy
pocketpills.com",Pharmacy
US,Polaris Specialty Pharmacy,Premier Pharmacy Services,"polarisspecialtyrx.pharmacy
polarisspecialty.pharmacy
polarisrxspecialty.com",Pharmacy
US,Pole Mountain Pharmacy LLC,Pole Mountain Pharmacy,"polemountainrx.pharmacy
polemountainpharmacy.com",Pharmacy
US,Pope Shenouda LLC,1st Choice Pharmacy,"firstchoicepharmacy.pharmacy
1stchoicepharmacy.net",Pharmacy
US,Postmeds Inc,,"truepill.pharmacy
truepill.com",Pharmacy
US,Poulsbo Compounding Pharmacy LLC,Nordic Pharmacy,"nordicpharmacy.pharmacy
nordicpharmacy.net",Pharmacy
US,PPMI Inc,Miller Road Pharmacy,"millerroadrx.pharmacy
millerroadrx.com",Pharmacy
US,"PrecisionRx, LLC",Allentown Discount Pharmacy,"allentowndiscountrx.pharmacy
Facebook.com/people/Allentown-Discount-Pharmacy/100063812840610/",Pharmacy
US,Premier Compounding LLC,Premier Compounding,"premiercompounding.pharmacy
facebook.com/profile.php?id=61572497675750",Pharmacy
US,Premier Specialty Pharmacy LLC,Premier Specialty Pharmacy,"premierspecialty.pharmacy
premierspecialtyrx.com",Pharmacy
US,Prescription Bliss,,"prescriptionbliss.pharmacy
prescriptionbliss.com",Pharmacy
US,Prescription Lifeline,,"prescriptionlifeline.pharmacy
prescriptionlifeline.org",Resources and Referral Sites
US,PRESCRIPTION MART,,"prescriptionmart.pharmacy
prescriptionmartpharmacy.com",Pharmacy
US,"Prescriptions Unlimited, LLC",Prescriptions Unlimited SDOC,"osceolaschoolsrx.pharmacy
unlimitedrx.com",Pharmacy
US,Prestige Worldwide Pharma LLC,Hill Country Specialty Pharmacy,"hillcountrysp.pharmacy
hillcountrysp.com",Pharmacy
US,Prime Health Inc,The Chemist Shop,"thechemistshop.pharmacy
TheChemistShopPharmacy.com",Pharmacy
US,Primera Compounding LLC,Primera Professional Pharmacy,"primerarx.pharmacy
primerarx.com",Pharmacy
US,Prisma Health,"Greenville Health Corporation
Upstate Specialty Pharmacy","prismahealthspecialtypharmacy.pharmacy
prismahealthpharmacy.pharmacy
prismahealth.org",Pharmacy
US,PRIVÉCARERX LLC,,"privecarerx.com
privecarerx.pharmacy",Pharmacy
US,PRN Pharmacies Ltd,Medicine Shoppe,"medshoppehhs.pharmacy
medshoppehhs.com",Pharmacy
US,Procare Pharmacy Care LLC,,"procarerx.pharmacy
procarerx.com",Resources and Referral Sites
US,"Professional Care Pharmacy, Inc",Professional Care Pharmacy,"professionalcare.pharmacy
mypcpharmacy.com",Pharmacy
US,Professional Pharmacy Services,Good Day Pharmacy,"gooddaypharmacy.pharmacy
gooddaypharmacy.com",Pharmacy
US,Propel Pharmacy LLC,Propel Pharmacy,"propelpharmacy.pharmacy
propelpharmacyllc.com",Pharmacy
US,PSG of Sarasota LLC,IV Solutions Rx,"ivsolutionsrx.pharmacy
ivsolutionsrx.com",Pharmacy
US,Publix Super Markets Inc,,"publix.pharmacy
publix.com",Pharmacy
US,Puget Sound Drug Corporation,Key Compounding Pharmacy,"keycompounding.pharmacy
keycompounding.com",Pharmacy
US,Puramint LLC,Puramint,"puramint.pharmacy
puramint.com",Pharmacy
US,Pure Pharmacy LLC ,Pure Pharmacy,"purepharmacysobe.pharmacy
purepharmacysobe.com",Pharmacy
US,Quaker Community Pharmacy LLC,Quaker Community Pharmacy LLC,"quaker.pharmacy
quakerrx.com",Pharmacy
US,Quarles & Brady LLP,,"quarles.pharmacy
quarles.com",Professional
US,Raley's,,"raleys.pharmacy
raleys.com",Pharmacy
US,Rare Specialty Services LLC,Rare Specialty Pharmacy,"rarespecialtyrx.pharmacy
rarespecialtyrx.com",Pharmacy
US,Rawls Pharmacy,,"rawlspharmacy.pharmacy
rawlspharmacy.com",Pharmacy
US,REAL Solutions Group,,"rsg.pharmacy
realsolutionsgroup.co",Professional
US,"Red Lodge Drug Co., Inc.",,"redlodgedrug.pharmacy
facebook.com/redlodgedrugstore",Pharmacy
US,Reliable Rx LLC,Reliable Rx,"reliablerx.pharmacy
reliablerx.org",Pharmacy
US,Remedy Drug,,"remedydrugrx.pharmacy
remedydrugrx.com",Pharmacy
Canada,Renu Pillay Pharmacy Inc.,Whole Health Compounding Pharmacy Glebe,"wholehealthglebe.pharmacy
wholehealthglebe.com",Pharmacy
US,Restorative Compounding Pharmacy and Wellness,,"restorativecompounding.pharmacy
restorativecompounding.com",Pharmacy
US,Retail Business Services,,"giantfoodstores.pharmacy
martinsfoods.pharmacy
giantfood.pharmacy
stopandshop.pharmacy
giantfoodstores.com
martinsfoods.com
giantfood.com
stopandshop.com",Pharmacy
US,Revan INC,Revan Rx,"revanrx.pharmacy
revanrx.com",Pharmacy
US,"Revival Animal Health, LLC",Revival Animal Health,"revivalanimal.pharmacy
revivalanimal.com",Veterinary Pharmacy
US,Revive Low T LLC,,"revivelowtclinic.pharmacy
revivelowt.com",Professional
Canada,Rexall Pharmacy Group ULC,"Rexall
Rexall Health Solutions
PharmaPlus
Rexall PharmaPlus
Rexall Drugstore
Rexall Pharmacy
ValueScripts
PostScripts
MediTrust
Rexall Direct
Rexall Pharmacy Group Ltd.","rexall.pharmacy
rexalldrugstore.pharmacy
letsbewell.pharmacy
rexall.ca
valuescripts.ca
rexalldirect.ca",Pharmacy
US,Rhode Island Board of Pharmacy,,"riboard.pharmacy
health.ri.gov",Boards of Pharmacy and Regulatory Agencies
US,"Rice Drugs, Inc.","Rice's Pharmacy
Rice Pharmacy
Rice Drugs
Rice's","rice.pharmacy
rices.pharmacy
ricepharmacy.com",Pharmacy
US,Richland Village Drug Inc.,Richland Village Drug,"richlandvillagedrug.pharmacy
richlandvillagedrug.com",Pharmacy
US,Ridgeway Pharmacy Ltd,,"ridgeway.pharmacy
ridgewayrx.com",Pharmacy
US,"Rigas and Son, LLC",Your Personal Pharmacy,"yourpersonalpharmacy.pharmacy
yourpersonalpharmacy.net",Pharmacy
US,Rite Aid Corporation,,"riteaid.pharmacy 
rediclinic.pharmacy
bartelldrugs.pharmacy
ilovebartells.pharmacy
riteaid.com
rediclinic.com
bartelldrugs.com",Pharmacy
US,River Oaks Pharmacy,Mercy Pharmacy LLC,"riveroakspharmacy.pharmacy
riveroakspharmacy.com",Pharmacy
US,Robert J. Matthews Company,PBS Animal Health,"pbsanimalhealth.pharmacy
pbsanimalhealth.com",Veterinary Pharmacy
US,Roman Health Pharmacy LLC,,"romanhealthpharmacy.pharmacy
romanhealthpharmacy.com",Pharmacy
US,Roman Health Ventures,,"getroman.pharmacy
hellorory.pharmacy
ro.pharmacy
ro.co",Professional
US,"Ron Group, LLC",Blue Sky Specialty Pharmacy,"blueskyspecialty.pharmacy
blueskyspecialtypharmacy.com",Pharmacy
US,Rood and Riddle Veterinary Pharmacy LLC,,"rrvp.pharmacy
rrvp.com",Veterinary Pharmacy
US,Rose’s Pharmacy,,"roses.pharmacy
rosespharmacy.com",Pharmacy
US,Rosebud Pharmacy,,"rosebud.pharmacy
rosebudpharmacy.com",Pharmacy
US,Rosemont Discount Pharmacy,Rosemont Specialty Pharmacy,"rosemontspecialtyrx.pharmacy
rosemontspecialtyrx.com",Pharmacy
US,Roundy's Supermarkets Inc,Roundy's,"marianos.pharmacy
copps.pharmacy
metromarket.pharmacy
picknsave.pharmacy
marianos.com
copps.com
metromarket.net
picknsave.com",Pharmacy
US,RVL Pharmaceuticals Inc,RVL Pharmacy LLC,"rvl.pharmacy
upneeq.com",Pharmacy
US,Rx Compound Centre LLC,Rx Compound Centre,"rxcompoundcentre.pharmacy
rxcompoundcentre.com",Pharmacy
US,Rx Outreach,,"rxoutreach.pharmacy
rxoutreach.org",Pharmacy
US,RxSense Holdings LLC,,"singlecare.pharmacy
familywize.pharmacy
rxsense.pharmacy
singlecare.com
familywize.org
rxsense.com",Resources and Referral Sites
US,"Rye Beach Pharmacy, Inc",Rye Beach Pharmacy,"ryerx.pharmacy 
ryerx.com",Pharmacy
US,S&K HealthCare LLC,Gwinnett Pharmacy,"gwinnett.pharmacy
gwinnettpharmacy.com",Pharmacy
US,"Safeway, Inc",,"carrsqc.pharmacy
pavilions.pharmacy
randalls.pharmacy
tomthumb.pharmacy
vons.pharmacy
safeway.pharmacy
safeway.com
pavilions.com
randalls.com
tomthumb.com
vons.com
carrsqc.com",Pharmacy
US,Salem Neighborhood Pharmacy,,"salemneighborhoodpharmacy.pharmacy
salemneighborhoodpharmacy.com",Pharmacy
US,Sam's Pharmacy LLC,Sam Pharmacy and Health Food,"samrx.pharmacy
facebook.com/profile.php?id=61567620604082",Pharmacy
US,Sarah Hitchcox Aesthetics,,"hitchcoxaesthetics.pharmacy
hitchcoxaesthetics.com",Professional
Canada,Saskatchewan College of Pharmacy Professionals,,"skcollege.pharmacy
sk.pharmacy
saskpharm.ca",Boards of Pharmacy and Regulatory Agencies
US,Schlessinger MD,,"schlessingermd.pharmacy
schlessingermd.com",Professional
US,Schraft's 2.0,,"schrafts2.pharmacy
fertilityrx.pharmacy
schrafts2.com",Pharmacy
US,"Scott Pharmacy, Inc.",Scott Pharmacy,"scottrx.pharmacy
scottrx.com",Pharmacy
US,Script Partner Pharmacy LLC,,"scriptpartnerpharmacy.pharmacy
scriptpartner.pharmacy
scriptpartner.com
scriptpartnerpharmacy.com",Pharmacy
US,ScriptCo Inc.,ScriptCo Pharmacy,"scriptco.pharmacy
scriptco.com",Pharmacy
US,Scripts Rx Pharmacy,,"scriptsrx.pharmacy
scriptsrxpharmacy.com",Pharmacy
US,Select LTC Pharmacy Corporation,,"selectltcpharmacy.pharmacy
selectltcpharmacy.com",Pharmacy
US,Senderra Rx Pharmacy,Senderra Specialty Pharmacy,"senderrarx.pharmacy
senderrarx.com",Pharmacy
US,Senior Care Pharmacy,,"seniorcare.pharmacy
seniorcarepharmacywichita.com",Pharmacy
US,"Senior Life Pharmacy, LLC",SeniorLifeRx,"seniorlife.pharmacy
seniorlifepharmacyrx.com",Pharmacy
US,Serve You Rx,Serve You Custom Prescription Management,"serveyourx.pharmacy
serveyourx.com",Pharmacy
US,Serv-U Pharmacy Inc,Serv-U Pharmacy,"servurx.pharmacy
servurx.com",Pharmacy
US,"Shan-Pham Diversified Holdings, Inc",MEDhope Pharmacy,"medhope.pharmacy
medhopepharmacyrx.com",Pharmacy
US,Shelby County Healthcare Corporation,Regional One Health,"regionalonehealth.pharmacy
regionalonehealth.org",Pharmacy
US,Sidney Hillman Health Center of Rochester Pharmacy Dept,,"sidneyhillmanrx.pharmacy
workersunitedupstate.org",Pharmacy
US,Sildenafil.com LLC,,"sildenafil.pharmacy
sildenafil.com",Pharmacy
US,Simple Meds,,"simplemeds.pharmacy
simplemeds.com",Pharmacy
US,Sina Drug LLC,Onco 360,"onco360.pharmacy
caremedsp.pharmacy
onco360.com
caremedsp.com",Pharmacy
US,Sirona Pharmacy,Main St. Pharmacy,"ocmainstpharmacy.pharmacy
linkedin.com/in/main-st-pharmacy/",Pharmacy
US,Sixth Avenue Pharmacy,,"6averx.pharmacy
sixthavenuepharmacy.com",Pharmacy
US,"Skin Specialists, PC",LovelySkin,"lovelyskin.pharmacy
lovelyskin.com",Professional
Canada,Sobeys Inc.,"FreshCo
Safeway
Thrifty Foods
Lawtons Drugs","lawtonsdrugs.pharmacy
360health.pharmacy
freshco.pharmacy
safeway.ca
lawtons.ca
360healthpharmacy.ca
freshco.com",Pharmacy
US,"Solara Medical Supplies, LLC","Solara
Pharmacy, Inc.","solara.pharmacy
adapthealth.com",Pharmacy
US,Solutions Pharmacy Inc,,"solutions.pharmacy
solutions-rx.com",Pharmacy
US,SortPak Rx Inc.,SortPak Pharmacy,"sortpak.com
sortpak.pharmacy",Pharmacy
US,Specialty Rx Inc,,"specialtyrx.pharmacy
srxltc.com",Pharmacy
US,Speedy Health Inc.,,"speedyhealth.pharmacy
speedyhealth.com",Professional
US,Spruce Aesthetics + Infusion Bar,,"sprucespa.pharmacy
sprucespa.com",Professional
US,St Joseph Pharmacy,,"Stjosephpharmacyfl.pharmacy
stjosephpharmacyfl.com",Pharmacy
US,"St. Jude Pharmacy, Inc.",St. Jude Pharmacy,"saintjude.pharmacy
sjpharmacy.com",Pharmacy
Canada,St. Mike's Health Care Mart Inc. ,Health Care Mart Pharmacy,"torontoonlinepharmacy.pharmacy
hcmpharmacy.pharmabest.ca",Pharmacy
US,Starwood Pharmacy Services LLC,SPS Rx Solutions,"starwood.pharmacy
starwoodpharmacy.com",Pharmacy
US,"Stellus Rx, LLC",Stellus Rx #1001,"stellusrx.pharmacy
stellusrx.com",Pharmacy
US,"SterlingRx, Inc",Sterling Specialty Pharmacy,"sterlingspecialtycare.pharmacy
sterlingspecialtycare.com",Pharmacy
US,"Stoughton Chemists, Inc.",McGlynn Pharmacy,"stoughtonwi.pharmacy
mcglynnrx.com",Pharmacy
US,"Strategic Pharmaceutical Solutions, Inc","VetSource
VetSource Home Delivery","vetsource.pharmacy
vmgvetsource.pharmacy
vetsourceweb.pharmacy
securevetsource.pharmacy
vetsourcecms.pharmacy
capnavetsource.pharmacy
bestfriendsvetsource.pharmacy
banfieldvetsource.pharmacy
vcavetsource.pharmacy
vetsource.com",Veterinary Pharmacy
US,"Suncrest Pharmacy Group, LLC",Suncrest Pharmacy,"suncrestpharmacy.pharmacy
suncrestpharmacy.com",Pharmacy
US,Super Saver Pharmacy #4,Rush Pharmacy,"rush.pharmacy
rushpharmacy.com",Pharmacy
US,Sylvain Pharmacy Inc,Link Pharmacy,"link.pharmacy
linkpharmacyca.com",Pharmacy
US,"Synchrony Pharmacy, LLC",,"synchronyhs.pharmacy
synchronyhs.com",Pharmacy
US,"Synergen Rx, LLC","Synergen Rx, LLC","synergenrx.pharmacy
synergenrx.com",Pharmacy
US,TABcom LLC,,"horse.pharmacy 
horse.com
kvsupply.pharmacy
kvsupply.com
petsupplies.pharmacy
statelinetack.pharmacy
petsupplies.com
statelinetack.com",Veterinary Pharmacy
US,Tablets Pharmacy Inc,,"tabletsrx.pharmacy
tabletsrx.com",Pharmacy
US,"Tallahassee Memorial HealthCare, INC",TMH Specialty Pharmacy,"TMHSpecialtyPharmacy.pharmacy
tmh.org",Pharmacy
US,"TANGO, INC",TANGO Pharmacy,"tango.pharmacy
tangopharmacy.com",Pharmacy
Canada,TBT Medical & Aesthetics,TBT Medical & Aesthetics,"tbtclinic.pharmacy
tbtclinic.com",Professional
US,Teladoc Health,,"teladochealth.pharmacy
teladochealth.com",Professional
US,The Golub Corporation,,"pricechopper.pharmacy
market32.pharmacy
pricechopper.com
market32.com",Pharmacy
US,The Kroger Co.,,"kroger.pharmacy
pay-less.pharmacy
jaycfoods.pharmacy
fredmeyer.pharmacy
frysfood.pharmacy
gerbes.pharmacy
ralphs.pharmacy
smithsfoodanddrug.pharmacy
qfc.pharmacy
kingsoopers.pharmacy
citymarket.pharmacy
dillons.pharmacy
bakersplus.pharmacy
owensmarket.pharmacy
kroger.com
pay-less.com
jaycfoods.com
fredmeyer.com
frysfood.com
gerbes.com
ralphs.com
smithsfoodanddrug.com
qfc.com
kingsoopers.com
citymarket.com
dillons.com
bakersplus.com",Pharmacy
US,The MetroHealth System,,"metrohealth.pharmacy
metrohealth.org",Pharmacy
US,The NATIVE Project,,"nativeproject.pharmacy
nativeproject.org",Pharmacy
Canada,The Pharmacy Network Corp,Pace Pharmacy and Compounding Experts ,"pace.pharmacy 
toronto.pharmacy 
canadacompounding.pharmacy 
pacepharmacy.com",Pharmacy
US,The Resource Group,,"resourcegrp.pharmacy
resourcegrp.org",Professional
US,"The Rx Advocates, LLC",,"patientassistanceprograms.pharmacy
therxadvocates.pharmacy
get.patientassistanceprograms.com
therxadvocates.com",Resources and Referral Sites
US,The Towers Pharmacy Inc.,,"baptisttowers.pharmacy
ebaptisthealthcare.org",Pharmacy
US,"ThePharmacy, LLC",The Pharmacy at Wellington,"thepharmacyatwellington.pharmacy
thepharmacyatwellington.com",Pharmacy
US,Thies Lombard Pharmacy Inc,Lombard Pharmacy,"lombardpharmacy.pharmacy
lombardpharmacy.com",Pharmacy
US,Thrive RX Pharmacy Inc,Thrive Pharmacy,"thrive.pharmacy
thrive-pharmacy.com",Pharmacy
US,TIB Pharmacy Inc ,CostPill,"tib.pharmacy
tibpharmacy.com",Pharmacy
US,Torrance Pharmacy LTC,,"mytorrance.pharmacy
mytorrancepharmacy.com",Pharmacy
US,Total Excel Pharmacy LLC,,"totalexcelrx.pharmacy
totalexcelpharmacyllc.com",Pharmacy
US,Towson Pharmacy Inc,Towson Pharmacy,"towsonpharmacy.pharmacy
healthmart.com/store-details?storeId=4874",Pharmacy
US,Tractor Supply Company,,"tractorsupply.pharmacy
petsense.pharmacy
tractorsupply.com
petsense.com",Pharmacy
US,"Tri State Urologic Services P.S.C., Inc.",The Urology Group,"urologygroup.pharmacy
urologygroup.com",Pharmacy
US,"Trillium Health, Inc.",Trillium Health Pharmacy,"trilliumhealth.pharmacy
trillium.pharmacy
mylocalrx.pharmacy",Pharmacy
US,"Trinity Health Pharmacy Services, LLC",Trinity Health Pharmacy Services,"THPS.pharmacy
Trinity-Health.org",Pharmacy
US,Trinity Health-Michigan,"Mercy Health Pharmacy Solutions
Mercy Health Pharmacy-Rockford
Mercy Health Pharmacy-Hudsonville
Mercy Health Pharmacy-Cathedral Square
Mercy Health Pharmacy-Wege
Mercy Health Pharmacy-Southwest","mercyhealth.pharmacy
mercyhealth.com",Pharmacy
US,Trinity Regional Medical Center,Trinity Pharmacy,"unitypoint.pharmacy
unitypoint.org",Pharmacy
US,"Triple S R Pharmacy, Inc",Hope Specialty Pharmacy,"hopesp.pharmacy
hopesp.com",Pharmacy
US,"Truong Healthcare, LLC",Sugar Land Pharmacy,"sugarland.pharmacy
sugarlandpharm.com",Pharmacy
US,"TwelveStone Medical, Inc",,"12stonehealth.pharmacy
12stonehealth.com",Pharmacy
US,"Twin City Pharmacy, Inc.",Twin City Pharmacy & Surgical,"twincityrx.pharmacy
twincityrx.com",Pharmacy
US,TYSON DRUGS,,"tysondrugs.pharmacy
tysondrugs.com",Pharmacy
US,Ukuaji Medical LLC,Chesapeake Telemedicine,"chesapeaketelemedicine.pharmacy
chesapeaketelemedicine.com",Pharmacy 
US,Ukuaji Medical LLC,Chesapeake Telemedicine,"chesapeaketelemedicine.pharmacy
chesapeaketelemedicine.com",Professional
US,Union Pacific Railroad Employees Health Systems,"Union Pacific Railroad Employees Health Systems
Depot Drug
UPHealth
UPHealth Systems","depotdrug.pharmacy
depotdrug.com",Pharmacy
US,University Health Systems of Eastern Carolina,ECU Health Employee Pharmacy,"ecuhealth.pharmacy
ecuhealth.org",Pharmacy
US,University of Chicago DCAM Outpatient Pharmacy,,"uchicagomedicine.pharmacy
uchicagomedicine.org",Pharmacy
US,University of Vermont Medical Center Outpatient Pharmacy,,"uvmhealth.pharmacy
uvmhealth.org",Pharmacy
US,University of Wisconsin Hospitals and Clinics Authority,UW Health,"uwhealth.pharmacy 
uwhealth.org",Pharmacy
US,UPPER EASTSIDE CHEMISTS INC,Cambridge Chemists,cambridgechemists.pharmacy,Pharmacy
US,"Upscript Pharmacy, LLC",,"upscriptpharmacy.pharmacy 
upscriptpharmacy.com",Resources and Referral Sites
US,US MED INC,,"usmed-rx.pharmacy
usmed-rx.com",Pharmacy
US,Valencia Pharmacy LTC,,"valenciapharmacyltcpeachland.pharmacy
valenciarx.com",Pharmacy
US,Valencia Pharmacy LTC at Henry Mayo,,"valenciapharmacyltchenrymayomcbean.pharmacy
valenciarx.com",Pharmacy
US,Valley Side I Inc ,VetDepot,"vetdepot.pharmacy 
vetdepot.com",Veterinary Pharmacy
US,Valley Veterinary Clinic ,Valley Vet Supply,"valleyvet.pharmacy 
valleyvet.com",Veterinary Pharmacy
US,VALU MED PHARMACY INC,Valu-Med Pharmacy,"valumed.pharmacy
valumedpharmacytx.com",Pharmacy
US,Valued Choice Pharmacy,,"valuedchoice.pharmacy
valuedchoicepharmacyrx.com",Pharmacy
US,Vanderbilt University Medical Center,Vanderbilt Outpatient Pharmacy and Vanderbilt Integrated Pharmacy,"vanderbiltspecialtypharmacy.pharmacy
vanderbiltspecialtypharmacy.com",Pharmacy
US,Vedas Medical Spa & Wellness Center,Vedas Medical Spa & Wellness Center,"vedasmedspa.pharmacy
vedasmedspa.com",Pharmacy
US,Vero Biotech Inc,,"vero-biotech.pharmacy
vero-biotech.com",Manufacturer
US,VetCara LLC,VetRxDirect,"vetrxdirect.pharmacy
vetrxdirect.com",Veterinary Pharmacy
US,"Vetcove, Inc.",,"ourvet.pharmacy
ourvet.com",Veterinary Pharmacy
US,Village Pharmacy Corp,Village Apothecary,"villageapothecary.pharmacy
villageapothecary.com",Pharmacy
US,Virginia Board of Pharmacy,,"vaboard.pharmacy
dhp.virginia.gov/pharmacy",Boards of Pharmacy and Regulatory Agencies
US,Visalia pharmacy Inc,,"thevisaliapharmacy.pharmacy
thevisaliapharmacy.com",Pharmacy
US,"Wagg Veterinary Corp, Inc",,"petvm.pharmacy
bandanarx.pharmacy
petvm.com
bandanarx.com",Veterinary Pharmacy
US,Wakefern Food Corp,ShopRite Pharmacy,"shoprite.pharmacy
shoprite.com",Pharmacy
US,Walberg Family Pharmacies,,"walbergfamilypharmacies.pharmacy
carefillltc.pharmacy
walbergfamilypharmacies.com
carefillltc.com",Pharmacy
US,Walgreen Co.,,"walgreens.pharmacy
walgreensmailservice.pharmacy
walgreensspecialtyrx.pharmacy
walgreens.com
walgreensspecialtyrx.com walgreensmailservice.com",Pharmacy
US,"Wal-Mart Stores, Inc",Walmart Inc.,"walmart.pharmacy
samsclub.pharmacy
walmartspecialty.pharmacy
walmart.com
samsclub.com",Pharmacy
US,Water Tree Ventures LLC,BuzzRx,"buzzrx.pharmacy
buzzrx.com",Resources and Referral Sites
US,Watson Rx Solutions Inc,Genefic Specialty Rx,"geneficrx.pharmacy
geneficrx.com",Pharmacy
US,"Wauwatosa Prescription Center, Inc.",Skywalk Pharmacy,"skywalk.pharmacy
childrenswi.org",Pharmacy
US,Wedgewood Pharmacy LLC,Campbell's Pharmacy,"campbells.pharmacy
campbellspharmacy.com",Pharmacy
US,"WellDyneRx, LLC","WellDyneRx LLC
U.S. Specialty Care LLC","welldynerx.pharmacy
usspecialtycare.pharmacy
welldynespecialty.com",Pharmacy
US,WELLNESS1PHARMACY,,"WELLNESS1PHARMACY.pharmacy
wellness1pharmacy.com",Pharmacy
US,Westbury Pharmacy Inc,Westbury Pharmacy,"westburyrx.pharmacy
westburyrx.com",Pharmacy
Canada,White Cross Dispensary Ottawa 2006 Ltd,,"whitecross.pharmacy
store.whitecrossdispensary.com",Pharmacy
US,Wilshire Pharmcare Inc,Advanced Pharmacy Solutions,"aps.pharmacy
aps-rx.net",Pharmacy
US,Wood Dale Pharmacy LLC,Wood Dale Pharmacy LLC,"wooddalepharmacy.pharmacy
wooddalepharmacy.com",Pharmacy
US,Wyoming Board of Pharmacy,,"wyboard.pharmacy
wy.pharmacy
pharmacyboard.wyo.gov",Boards of Pharmacy and Regulatory Agencies
US,"Xact Rx, LLC",Xact Rx,"xactrx.pharmacy
xactrx.com",Pharmacy
US,XPRESS PHARMACY INC,XPRESS MEDS,"xpresspharmacy.pharmacy
xpresspharmacyinc.com",Pharmacy
US,Yellowstone Pharmacy of Forsyth LLC,,"yellowstone.pharmacy
yellowstonepharmacy.com",Pharmacy
US,Young Life Enterprise LLC,Young Life Pharmacy,"younglifepharmacy.pharmacy
younglifepharmacy.com",Pharmacy
US,Your Pharmacy Corp,Your Pharmacy,"yrpharmacy.pharmacy
facebook.com/YPAurora",Pharmacy
US,Zane Pharmacy,,"zane.pharmacy
zanepharmacy.com",Pharmacy
US,Zarina Pharmacy,,"zarina.pharmacy
zarinapharmacy.com",Pharmacy
